customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Segment,EstimatedCLV,AvgChargesPerMonth,TenureCategory,TotalServices,HasFamily,HighValueCustomer,ContractRisk,PaymentRisk,CustomerSegment,RiskScore,RiskLevel
7025-WCBNE,Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,No,Medium ($35-65),2801.2000000000003,58.59574468085106,Long-term (>3 years),4,0,0,1,1,Economy Long-term,8,Low Risk
5756-JYOJT,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,No,Medium ($35-65),713.9000000000001,63.38636363636363,New (≤1 year),5,0,0,2,1,Economy New,12,Medium Risk
4710-FDUIZ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,Yes,Very High (>$95),5616.8,100.25803571428571,Long-term (>3 years),5,1,1,2,1,Premium Long-term,8,Low Risk
6030-REHUX,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,No,Very High (>$95),3103.7999999999997,114.44285714285715,Medium (1-3 years),7,1,1,3,3,Medium-term,17,Medium Risk
9548-LIGTA,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,No,High ($65-95),4944.05,77.83032786885245,Long-term (>3 years),7,1,0,1,2,Economy Long-term,7,Low Risk
5150-LJNSR,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,No,Very High (>$95),3039.5499999999997,99.42258064516129,Medium (1-3 years),5,1,1,2,1,Medium-term,8,Low Risk
8270-RKSAP,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,No,High ($65-95),634.5,66.43333333333334,New (≤1 year),2,0,0,3,3,Economy New,20,High Risk
6522-YRBXD,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,No,High ($65-95),3309.25,96.15428571428572,Medium (1-3 years),5,1,1,3,3,Medium-term,17,Medium Risk
2640-LYMOV,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,No,Low (≤$35),39.3,19.4,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,Yes,Low (≤$35),228.0,19.462500000000002,New (≤1 year),1,1,0,3,2,Economy New,19,High Risk
3627-FHKBK,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,Yes,High ($65-95),75.3,75.3,New (≤1 year),3,0,0,3,2,Economy New,20,High Risk
2865-TCHJW,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,Yes,High ($65-95),356.8,86.55,New (≤1 year),4,0,0,3,3,Economy New,23,High Risk
1423-BMPBQ,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19.0,No,Low (≤$35),19.0,19.0,New (≤1 year),1,1,0,3,2,Economy New,21,High Risk
2393-DIVAI,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,61.7,No,Low (≤$35),60.0,20.566666666666666,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
5192-EBGOV,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes,High ($65-95),85.7,85.7,New (≤1 year),3,0,0,3,3,Economy New,24,High Risk
4568-KNYWR,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,No,Medium ($35-65),3289.0,64.27788461538461,Long-term (>3 years),5,0,0,1,1,Economy Long-term,6,Low Risk
8752-IMQOS,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,85.1,No,Low (≤$35),100.5,17.02,New (≤1 year),1,1,0,2,2,Economy New,18,High Risk
0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,No,Very High (>$95),7138.8,103.08472222222223,Long-term (>3 years),6,1,1,1,3,Premium Long-term,9,Low Risk
0795-LAFGP,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,No,High ($65-95),6418.400000000001,93.91619718309859,Long-term (>3 years),8,1,1,1,3,Premium Long-term,9,Low Risk
0619-OLYUR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,No,Very High (>$95),8056.8,112.09791666666666,Long-term (>3 years),7,1,1,1,1,Premium Long-term,5,Low Risk
5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1174.8,No,Low (≤$35),1145.3999999999999,25.539130434782606,Long-term (>3 years),1,1,0,2,3,Economy Long-term,15,Medium Risk
0459-SPZHJ,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,No,High ($65-95),5260.5,86.26984126984127,Long-term (>3 years),7,1,0,1,1,Economy Long-term,5,Low Risk
0215-BQKGS,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No,High ($65-95),2529.0,81.28666666666666,Medium (1-3 years),5,0,0,3,1,Medium-term,12,Medium Risk
9244-ZVAPM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,No,Medium ($35-65),45.6,45.6,New (≤1 year),2,0,0,3,2,Economy New,20,High Risk
0719-SYFRB,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,Yes,Medium ($35-65),739.8,59.479166666666664,New (≤1 year),5,0,0,3,2,Economy New,17,Medium Risk
8208-EUMTE,Male,0,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,No,Medium ($35-65),877.6,57.259375,Medium (1-3 years),6,0,0,1,2,Medium-term,9,Low Risk
5172-MIGPM,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,No,High ($65-95),262.2,59.3,New (≤1 year),4,0,0,3,2,Economy New,19,High Risk
1710-RCXUS,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,4614.55,No,High ($65-95),4607.849999999999,90.48137254901961,Long-term (>3 years),4,1,1,2,1,Premium Long-term,8,Low Risk
0374-FIUCA,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,1414.45,No,Low (≤$35),1326.0,21.76076923076923,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
5839-SUYVZ,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,No,High ($65-95),1192.8,73.15625,Medium (1-3 years),3,0,0,3,1,Medium-term,14,Medium Risk
5173-ZXXXL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,No,Low (≤$35),39.9,23.85,New (≤1 year),1,0,0,2,2,Economy New,19,High Risk
1096-ADRUX,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,High ($65-95),4900.5,73.625,Long-term (>3 years),2,1,0,2,1,Economy Long-term,9,Low Risk
2001-MCUUW,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,No,Very High (>$95),4997.900000000001,106.59130434782608,Long-term (>3 years),7,0,1,1,3,Premium Long-term,10,Low Risk
2731-GJRDG,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,No,Very High (>$95),3505.6,112.75,Medium (1-3 years),7,0,1,2,1,Medium-term,9,Low Risk
4723-BEGSG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.65,6094.25,No,High ($65-95),6238.8,84.64236111111111,Long-term (>3 years),7,1,0,1,1,Economy Long-term,5,Low Risk
6516-NKQBO,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.9,No,High ($65-95),3078.0,81.18157894736842,Long-term (>3 years),7,1,0,1,1,Economy Long-term,5,Low Risk
8672-OAUPW,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.85,2356.75,No,Medium ($35-65),2440.35,46.21078431372549,Long-term (>3 years),3,1,0,2,1,Economy Long-term,9,Low Risk
8207-DMRVL,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.55,8306.05,No,Very High (>$95),8247.6,115.36180555555555,Long-term (>3 years),8,1,1,1,1,Premium Long-term,5,Low Risk
3419-SNJJD,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,Yes,Very High (>$95),6841.25,104.40615384615384,Long-term (>3 years),6,1,1,3,1,Premium Long-term,13,Medium Risk
6543-CPZMK,Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,Yes,Low (≤$35),269.55,27.66111111111111,New (≤1 year),2,1,0,3,3,Economy New,19,High Risk
4765-OXPPD,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,Yes,Medium ($35-65),585.0,73.67222222222222,New (≤1 year),6,1,0,3,2,Economy New,16,Medium Risk
2804-ETQDK,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1357.1,No,Low (≤$35),1356.3,20.562121212121212,Long-term (>3 years),1,1,0,1,2,Economy Long-term,10,Low Risk
6689-VRRTK,Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8,4860.35,No,Very High (>$95),4831.2,110.4625,Long-term (>3 years),7,0,1,2,1,Premium Long-term,11,Low Risk
7138-GIRSH,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,No,High ($65-95),3475.0,68.36399999999999,Long-term (>3 years),5,0,0,1,1,Economy Long-term,6,Low Risk
9396-ZSFLL,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.85,631.4,No,Medium ($35-65),732.75,42.093333333333334,Medium (1-3 years),2,0,0,3,2,Medium-term,16,Medium Risk
6464-KEXXH,Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,No,Low (≤$35),202.0,23.2875,New (≤1 year),1,0,0,3,1,Economy New,18,High Risk
7134-MJPDY,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,No,Very High (>$95),6788.099999999999,105.70833333333333,Long-term (>3 years),6,0,1,2,1,Premium Long-term,11,Low Risk
5240-CAOYT,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No,High ($65-95),4990.349999999999,85.69912280701755,Long-term (>3 years),5,0,0,3,1,Economy Long-term,12,Medium Risk
4059-IIEBK,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95,No,High ($65-95),549.85,74.70714285714287,New (≤1 year),3,0,0,3,1,Economy New,16,Medium Risk
4881-JVQOD,Male,1,Yes,Yes,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No,Low (≤$35),345.5,36.260000000000005,New (≤1 year),2,1,0,3,1,Economy New,17,Medium Risk
0516-UXRMT,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,No,High ($65-95),5707.099999999999,92.83548387096775,Long-term (>3 years),5,0,1,2,3,Premium Long-term,13,Medium Risk
4851-BQDNX,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.05,3355.65,No,High ($65-95),3402.0,83.89125,Long-term (>3 years),4,1,0,2,3,Economy Long-term,12,Medium Risk
5148-HKFIR,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,406.95,No,Low (≤$35),394.0,20.3475,Medium (1-3 years),1,0,0,1,2,Medium-term,12,Medium Risk
1009-IRMNA,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,Yes,Low (≤$35),140.0,19.657142857142855,New (≤1 year),1,0,0,3,1,Economy New,18,High Risk
3003-CMDUU,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,2395.7,No,Very High (>$95),2378.75,95.82799999999999,Medium (1-3 years),5,1,1,3,3,Medium-term,15,Medium Risk
5016-IBERQ,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,No,High ($65-95),1937.75,85.5695652173913,Medium (1-3 years),4,1,0,3,3,Medium-term,16,Medium Risk
6797-UCJHZ,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.6,6819.45,No,Very High (>$95),6903.599999999999,103.325,Long-term (>3 years),6,1,1,2,1,Premium Long-term,10,Low Risk
2469-DTSGX,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,No,Very High (>$95),8038.8,110.32569444444444,Long-term (>3 years),7,0,1,1,3,Premium Long-term,12,Medium Risk
4554-YGZIH,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,Yes,High ($65-95),4412.45,92.80102040816327,Long-term (>3 years),4,1,1,3,1,Premium Long-term,13,Medium Risk
5099-BAILX,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,Yes,Very High (>$95),4762.25,109.02093023255813,Long-term (>3 years),7,1,1,3,1,Premium Long-term,13,Medium Risk
9931-KGHOA,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,No,Medium ($35-65),2530.0,53.78152173913043,Long-term (>3 years),3,1,0,3,1,Economy Long-term,12,Medium Risk
1775-KWJKQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,6562.9,No,High ($65-95),6469.2,91.15138888888889,Long-term (>3 years),8,1,1,1,1,Premium Long-term,5,Low Risk
7665-VIGUD,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,176.3,No,Low (≤$35),203.5,17.630000000000003,New (≤1 year),1,0,0,2,2,Economy New,17,Medium Risk
9411-TPQQV,Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.55,2236.2,No,Medium ($35-65),2182.0,55.904999999999994,Long-term (>3 years),5,0,0,2,1,Economy Long-term,9,Low Risk
7207-RMRDB,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,Very High (>$95),6857.5,107.47153846153846,Long-term (>3 years),6,1,1,3,3,Premium Long-term,15,Medium Risk
7954-MLBUN,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,3109.9,No,Very High (>$95),3082.9500000000003,100.31935483870969,Medium (1-3 years),6,0,1,1,1,Medium-term,6,Low Risk
2077-DDHJK,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4911.35,No,High ($65-95),4821.200000000001,72.22573529411765,Long-term (>3 years),6,1,0,1,1,Economy Long-term,5,Low Risk
4913-EHYUI,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,Yes,Very High (>$95),5854.8,103.47589285714285,Long-term (>3 years),6,1,1,2,1,Premium Long-term,10,Low Risk
0195-IESCP,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,Yes,High ($65-95),852.5,85.53,New (≤1 year),3,1,0,3,3,Economy New,19,High Risk
9574-BOSMD,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,1620.2,No,Low (≤$35),1727.1999999999998,23.826470588235296,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
4580-TMHJU,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,Yes,Medium ($35-65),2414.45,58.12325581395349,Long-term (>3 years),3,1,0,3,3,Economy Long-term,16,Medium Risk
0970-ETWGE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,Yes,High ($65-95),89.55,89.55,New (≤1 year),4,0,0,3,3,Economy New,21,High Risk
4908-XAXAY,Female,1,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.85,4287.2,No,High ($65-95),4402.65,87.4938775510204,Long-term (>3 years),5,0,1,2,1,Premium Long-term,11,Low Risk
8404-VLQFB,Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.25,394.85,No,Low (≤$35),378.75,26.323333333333334,Medium (1-3 years),1,1,0,3,3,Medium-term,19,High Risk
1626-ERCMM,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,Yes,High ($65-95),1891.0,94.9825,Medium (1-3 years),4,1,1,3,3,Medium-term,18,High Risk
0887-HJGAR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,Medium ($35-65),45.7,45.7,New (≤1 year),2,0,0,3,2,Economy New,20,High Risk
2391-IPLOP,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,69.65,3442.15,No,High ($65-95),3482.5000000000005,68.843,Long-term (>3 years),5,1,0,2,3,Economy Long-term,12,Medium Risk
5644-PDMZC,Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,Yes,High ($65-95),179.0,80.75,New (≤1 year),4,0,0,3,3,Economy New,23,High Risk
3509-GWQGF,Male,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.0,1732.6,No,High ($65-95),1680.0,72.19166666666666,Medium (1-3 years),2,0,0,3,1,Medium-term,16,Medium Risk
9576-ANLXO,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes,High ($65-95),208.64999999999998,74.10000000000001,New (≤1 year),2,0,0,3,1,Economy New,18,High Risk
2024-BASKD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,Yes,High ($65-95),74.6,74.6,New (≤1 year),3,0,0,3,2,Economy New,20,High Risk
5845-BZZIB,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,No,Low (≤$35),703.5,18.72285714285714,Medium (1-3 years),1,1,0,1,2,Medium-term,10,Low Risk
1140-UKVZG,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.8,475.25,No,Low (≤$35),421.6,27.955882352941178,Medium (1-3 years),1,0,0,3,2,Medium-term,18,High Risk
4160-AMJTL,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,Yes,Low (≤$35),157.2,20.5375,New (≤1 year),1,0,0,3,3,Economy New,24,High Risk
5183-SNMJQ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,No,Very High (>$95),951.0,86.51,New (≤1 year),5,0,1,3,1,Premium New,15,Medium Risk
8100-PNJMH,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.85,6132.7,No,High ($65-95),6041.799999999999,90.18676470588235,Long-term (>3 years),8,1,0,1,1,Economy Long-term,5,Low Risk
7838-LAZFO,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,No,High ($65-95),3546.0,79.94444444444444,Long-term (>3 years),7,1,0,2,1,Economy Long-term,8,Low Risk
4464-JCOLN,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,Yes,Low (≤$35),39.7,17.95,New (≤1 year),1,1,0,2,2,Economy New,18,High Risk
2085-JVGAD,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,697.65,No,Low (≤$35),752.95,18.855405405405406,Long-term (>3 years),1,1,0,3,1,Economy Long-term,14,Medium Risk
5650-VDUDS,Female,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,Yes,Low (≤$35),97.0,24.0125,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
8095-WANWK,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,No,Medium ($35-65),452.5,42.87,New (≤1 year),2,0,0,3,2,Economy New,18,High Risk
3030-ZKIWL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,Low (≤$35),20.05,20.05,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
9565-FLVCG,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55,4459.15,No,High ($65-95),4520.75,68.60230769230769,Long-term (>3 years),5,1,0,1,2,Economy Long-term,7,Low Risk
8755-OGKNA,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,1167.6,No,Low (≤$35),1111.5,20.48421052631579,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
2800-VEQXM,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,No,High ($65-95),224.25,79.36666666666666,New (≤1 year),3,0,0,3,2,Economy New,20,High Risk
7538-GWHML,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,Yes,High ($65-95),139.3,72.575,New (≤1 year),2,0,0,3,3,Economy New,22,High Risk
5533-RJFTJ,Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,No,Low (≤$35),1479.8,29.655102040816324,Long-term (>3 years),2,0,0,3,1,Economy Long-term,13,Medium Risk
3859-CVCET,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,Yes,Medium ($35-65),182.6,47.7625,New (≤1 year),2,0,0,3,2,Economy New,20,High Risk
0214-JHPFW,Female,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,No,Medium ($35-65),4046.0,57.70428571428572,Long-term (>3 years),6,1,0,1,1,Economy Long-term,5,Low Risk
5642-MHDQT,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,No,Low (≤$35),1052.0500000000002,19.612264150943396,Long-term (>3 years),1,1,0,2,1,Economy Long-term,11,Low Risk
3088-FVYWK,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,No,Low (≤$35),1354.15,25.20943396226415,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
3276-HDUEG,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,Yes,High ($65-95),75.05,75.05,New (≤1 year),2,0,0,3,2,Economy New,20,High Risk
